molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
CHEMBL3580832,CC[C@H](C)[C@H](NS(=O)(=O)c1ccc(-c2ccc(OC)cc2)cc1)C(=O)NO,inactive,392.4770000000001,2.5606,3.0,5.0,4.0
CHEMBL3580833,CC[C@H](C)[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)NO,inactive,362.451,2.5519999999999996,3.0,4.0,4.557677044254426
CHEMBL3580834,CC[C@H](C)[C@H](NS(=O)(=O)c1cccc(-c2ccc(Cl)cc2)c1)C(=O)NO,intermediate,396.8960000000001,3.205400000000001,3.0,4.0,5.089375595110798
CHEMBL3580835,CC[C@H](C)[C@H](NS(=O)(=O)c1ccc2c(c1)OCCO2)C(=O)NO,inactive,344.38900000000007,0.6562,3.0,6.0,4.682981898951889
CHEMBL3580836,CC[C@H](C)[C@H](NS(=O)(=O)c1ccccc1)C(=O)NO,inactive,286.35299999999995,0.8850000000000002,3.0,4.0,4.0
CHEMBL3580837,CC[C@H](C)[C@@H](NS(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1)C(=O)NO,inactive,396.8960000000001,3.2054,3.0,4.0,4.926281649653878
CHEMBL3580838,CC[C@@H](C)[C@H](NS(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1)C(=O)NO,inactive,396.8960000000001,3.2054,3.0,4.0,4.378927628856374
CHEMBL3580839,CC[C@@H](C)[C@@H](NS(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1)C(=O)NO,intermediate,396.8960000000001,3.2054,3.0,4.0,5.1605219526258015
CHEMBL3580840,CC(C)C[C@@H](NS(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1)C(=O)NO,inactive,396.8960000000001,3.2054,3.0,4.0,4.587203571283457
CHEMBL3580841,CC(C)C[C@H](NS(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1)C(=O)NO,inactive,396.8960000000001,3.2054,3.0,4.0,4.60624935965192
CHEMBL3580842,CC(C)[C@H](NS(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1)C(=O)NO,inactive,382.869,2.8152999999999997,3.0,4.0,4.418391633967943
CHEMBL3580843,O=C(NO)[C@H](Cc1ccccc1)NS(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1,inactive,430.9130000000001,3.402000000000001,3.0,4.0,4.0
CHEMBL3580844,O=C(NO)[C@@H]1CCCN1S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1,inactive,380.85300000000007,2.6655000000000006,2.0,4.0,4.0
CHEMBL3580845,CC[C@H](C)[C@H](NS(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1)C(=O)O,inactive,381.8810000000001,3.784600000000001,2.0,3.0,4.0
CHEMBL3580846,CC[C@H](C)[C@H](NS(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1)C(N)=O,inactive,380.8970000000001,3.1853000000000007,2.0,3.0,4.0
CHEMBL3580847,CC[C@H](C)[C@H](NS(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1)C(=O)NO,inactive,396.8960000000001,3.2054,3.0,4.0,4.996108833763089
CHEMBL3604954,O=c1c2cc3c(cc2n(Cc2nc(-c4ccc(C(F)(F)F)cc4)no2)c(=O)n1Cc1nc(-c2ccc(C(F)(F)F)cc2)no1)OCO3,inactive,658.4710000000003,5.126100000000004,0.0,12.0,4.795880017344075
CHEMBL3604953,O=C(COc1ccc(/C=C2\NC(=O)N(Cc3ccccc3F)C2=O)cc1)Nc1ccc(F)cc1,inactive,463.4400000000001,4.075200000000002,2.0,4.0,4.585026652029182
CHEMBL3604952,O=C(COc1cccc(/C=C2\NC(=O)N(Cc3ccccc3F)C2=O)c1)Nc1ccc(F)cc1,inactive,463.4400000000001,4.075200000000002,2.0,4.0,4.301029995663981
CHEMBL3604951,Cc1ccc(-c2nc(SCC(=O)N3CCCC[C@@H]3C)c(S(=O)(=O)c3ccccc3)[nH]2)cc1,inactive,469.63200000000006,4.711020000000004,1.0,5.0,3.7986028756795487
CHEMBL3604950,COc1cccc(CN2C(=O)c3ccccc3[C@@H]2C(=O)NC2CCC(C)CC2)c1,inactive,392.4990000000002,4.087200000000003,1.0,3.0,3.804100347590766
CHEMBL3604949,CC[C@@H]1Oc2ccccc2N(CC(=O)NCCCN2CCC(Cc3ccccc3)CC2)C1=O,inactive,449.59500000000025,3.651600000000003,1.0,4.0,3.812479279163537
CHEMBL3604948,Cc1cc(NC(=S)N(CCCN2CCC[C@@H](C)C2)Cc2cccs2)ccc1Cl,inactive,436.09000000000015,6.030920000000006,1.0,3.0,4.036212172654444
CHEMBL3604947,COC(=O)c1c(C)nc2n(CCN3CCCCC3)c3ccccc3n12,inactive,340.42699999999996,2.8699200000000014,0.0,6.0,4.259637310505756
CHEMBL3604946,O=c1[nH]c2cc3c(cc2c(=O)n1CCc1nc(-c2ccc(C(F)(F)F)cc2)no1)OCO3,inactive,446.34100000000007,2.7300000000000013,1.0,8.0,4.619788758288394
CHEMBL3604945,O=C(COc1ccccc1/C=C1\NC(=O)N(Cc2ccccc2F)C1=O)Nc1ccc(F)cc1,inactive,463.44000000000005,4.075200000000002,2.0,4.0,4.657577319177793
CHEMBL3604944,N=C(N)NCCC[C@H](N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CS)C(=O)O,inactive,490.5910000000002,-4.0595599999999985,12.0,8.0,4.508638306165727
CHEMBL4085501,Oc1c(C(Nc2ncccn2)c2ccc(F)cc2F)cc(Cl)c2cccnc12,intermediate,398.8000000000001,4.863500000000002,2.0,5.0,5.657577319177793
CHEMBL4059959,Cc1ccc2ccc(C(Nc3ncccn3)c3ccccc3F)c(O)c2n1,inactive,360.3920000000001,4.379420000000002,2.0,5.0,4.920818753952375
CHEMBL4071334,Cc1ccc2ccc(C(Nc3cccnc3)c3ccccc3F)c(O)c2n1,active,359.4040000000001,4.984420000000003,2.0,4.0,6.154901959985743
CHEMBL3112900,Cc1ccc2ccc(C(Nc3ccccn3)c3ccc(F)cc3)c(O)c2n1,intermediate,359.4040000000001,4.984420000000003,2.0,4.0,5.795880017344075
CHEMBL4068440,Cc1ccc2ccc(C(Nc3cccnc3)c3ccc(F)cc3)c(O)c2n1,active,359.4040000000001,4.984420000000003,2.0,4.0,6.096910013008056
CHEMBL4095785,Cc1ccc2ccc(C(Nc3ncccn3)c3ccc(F)cc3)c(O)c2n1,intermediate,360.3920000000001,4.379420000000002,2.0,5.0,5.376750709602099
CHEMBL4059783,Cc1ccc2ccc(C(Nc3ccccn3)c3ccc(F)cc3F)c(O)c2n1,intermediate,377.3940000000001,5.123520000000003,2.0,4.0,5.568636235841013
CHEMBL4088059,Cc1ccc2ccc(C(Nc3cccnc3)c3ccc(F)cc3F)c(O)c2n1,inactive,377.3940000000001,5.123520000000003,2.0,4.0,4.910094888560602
CHEMBL4087160,Cc1ccc2ccc(C(Nc3ncccn3)c3ccc(F)cc3F)c(O)c2n1,intermediate,378.3820000000001,4.518520000000002,2.0,5.0,5.366531544420414
CHEMBL1945166,Oc1c(C(Nc2ccccn2)c2ccccc2)cc(Cl)c2cccnc12,intermediate,361.83200000000005,5.190300000000002,2.0,4.0,5.823908740944319
CHEMBL4079277,Oc1c(C(Nc2cccnc2)c2ccccc2)cc(Cl)c2cccnc12,intermediate,361.83200000000005,5.190300000000002,2.0,4.0,5.455931955649724
CHEMBL4090577,Oc1c(C(Nc2ncccn2)c2ccccc2)cc(Cl)c2cccnc12,intermediate,362.8200000000001,4.585300000000003,2.0,5.0,5.346787486224656
CHEMBL2442244,Oc1c(C(Nc2ccccn2)c2ccccc2F)cc(Cl)c2cccnc12,intermediate,379.82200000000006,5.329400000000002,2.0,4.0,5.853871964321762
CHEMBL4084638,Oc1c(C(Nc2cccnc2)c2ccccc2F)cc(Cl)c2cccnc12,active,379.82200000000006,5.329400000000002,2.0,4.0,6.154901959985743
CHEMBL4076803,Oc1c(C(Nc2ncccn2)c2ccccc2F)cc(Cl)c2cccnc12,intermediate,380.8100000000001,4.724400000000002,2.0,5.0,5.3979400086720375
CHEMBL4091467,Oc1c(C(Nc2ccccn2)c2ccc(F)cc2)cc(Cl)c2cccnc12,active,379.82200000000006,5.329400000000002,2.0,4.0,6.221848749616356
CHEMBL4061926,Oc1c(C(Nc2cccnc2)c2ccc(F)cc2)cc(Cl)c2cccnc12,intermediate,379.82200000000006,5.329400000000002,2.0,4.0,5.638272163982407
CHEMBL4100165,Oc1c(C(Nc2ncccn2)c2ccc(F)cc2)cc(Cl)c2cccnc12,active,380.8100000000001,4.724400000000002,2.0,5.0,6.154901959985743
CHEMBL4089872,Oc1c(C(Nc2ccccn2)c2ccc(F)cc2F)cc(Cl)c2cccnc12,active,397.81200000000007,5.4685000000000015,2.0,4.0,6.154901959985743
CHEMBL4060854,Oc1c(C(Nc2cccnc2)c2ccc(F)cc2F)cc(Cl)c2cccnc12,active,397.81200000000007,5.4685000000000015,2.0,4.0,6.221848749616356
CHEMBL4098372,Cc1ccc2ccc(C(Nc3ccccn3)c3ccccc3F)c(O)c2n1,intermediate,359.4040000000001,4.984420000000003,2.0,4.0,5.853871964321762
CHEMBL4062693,Cc1ccc2ccc(C(Nc3ncccn3)c3ccccc3)c(O)c2n1,intermediate,342.4020000000001,4.240320000000002,2.0,5.0,5.337242168318426
CHEMBL4099530,Cc1ccc2ccc(C(Nc3cccnc3)c3ccccc3)c(O)c2n1,intermediate,341.4140000000001,4.845320000000004,2.0,4.0,5.853871964321762
CHEMBL1488172,Cc1ccc2ccc(C(Nc3ccccn3)c3ccccc3)c(O)c2n1,active,341.4140000000001,4.845320000000004,2.0,4.0,6.154901959985743
CHEMBL4095202,Oc1c(C(Nc2ncccn2)c2ccc(F)cc2F)ccc2cccnc12,inactive,364.3550000000001,4.210100000000002,2.0,5.0,4.896196279044043
CHEMBL4093118,Oc1c(C(Nc2cccnc2)c2ccc(F)cc2F)ccc2cccnc12,intermediate,363.367,4.815100000000003,2.0,4.0,5.356547323513812
CHEMBL4072352,Oc1c(C(Nc2ccccn2)c2ccc(F)cc2F)ccc2cccnc12,intermediate,363.3670000000001,4.815100000000003,2.0,4.0,5.443697499232712
CHEMBL4085460,Oc1c(C(Nc2ncccn2)c2ccc(F)cc2)ccc2cccnc12,intermediate,346.36500000000007,4.071000000000002,2.0,5.0,5.769551078621726
CHEMBL4103385,Oc1c(C(Nc2cccnc2)c2ccc(F)cc2)ccc2cccnc12,intermediate,345.377,4.676000000000003,2.0,4.0,5.337242168318426
CHEMBL3112899,Oc1c(C(Nc2ccccn2)c2ccc(F)cc2)ccc2cccnc12,intermediate,345.37700000000007,4.676000000000003,2.0,4.0,5.3872161432802645
CHEMBL4070394,Oc1c(C(Nc2ncccn2)c2ccccc2F)ccc2cccnc12,intermediate,346.36500000000007,4.071000000000002,2.0,5.0,5.721246399047171
CHEMBL1688560,Oc1c(C(Nc2cccnc2)c2ccccc2F)ccc2cccnc12,intermediate,345.377,4.676000000000003,2.0,4.0,5.619788758288394
CHEMBL1326401,Oc1c(C(Nc2ccccn2)c2ccccc2F)ccc2cccnc12,intermediate,345.37700000000007,4.676000000000003,2.0,4.0,5.920818753952375
CHEMBL4081983,Oc1c(C(Nc2ncccn2)c2ccccc2)ccc2cccnc12,intermediate,328.37500000000006,3.9319000000000024,2.0,5.0,5.568636235841013
CHEMBL4099990,Oc1c(C(Nc2cccnc2)c2ccccc2)ccc2cccnc12,intermediate,327.38700000000006,4.536900000000003,2.0,4.0,5.207608310501746
CHEMBL310555,Oc1cccc2cccnc12,intermediate,145.16099999999997,1.9403999999999995,1.0,2.0,5.4089353929735005
CHEMBL316892,Cc1ccc2cccc(O)c2n1,intermediate,159.188,2.2488200000000007,1.0,2.0,5.4089353929735005
CHEMBL225164,Oc1ccc(Cl)c2cccnc12,intermediate,179.60600000000002,2.5938000000000008,1.0,2.0,5.721246399047171
CHEMBL21619,Nc1ccccn1,intermediate,94.117,0.6638000000000001,1.0,2.0,5.7447274948966935
CHEMBL25541,Nc1cccnc1,intermediate,94.117,0.6638000000000001,1.0,2.0,5.481486060122113
CHEMBL88580,Nc1ncccn1,intermediate,95.10499999999999,0.05880000000000002,1.0,3.0,5.337242168318426
CHEMBL15972,O=Cc1ccccc1,intermediate,106.12399999999997,1.4990999999999999,0.0,1.0,5.5376020021010435
CHEMBL4084647,O=Cc1ccccc1F,intermediate,124.11399999999998,1.6382,0.0,1.0,5.552841968657781
CHEMBL3183207,O=Cc1ccc(F)cc1,intermediate,124.11399999999998,1.6382,0.0,1.0,5.638272163982407
CHEMBL4092237,O=Cc1ccc(F)cc1F,intermediate,142.10399999999998,1.7773,0.0,1.0,5.309803919971486
CHEMBL1688558,Oc1c(C(Nc2ccccn2)c2ccccc2)ccc2cccnc12,intermediate,327.38700000000006,4.536900000000003,2.0,4.0,5.823908740944319
CHEMBL4070794,CC(=O)O[C@H]1C[C@H]2[C@H]([C@@H]3CC[C@H]([C@H](C)CCCNCCCCNc4ccnc5ccccc45)[C@@]13C)[C@H](OC(C)=O)C[C@@H]1C[C@H](N)CC[C@@]12C,intermediate,674.9709999999999,7.502200000000007,3.0,8.0,5.2441251443275085
CHEMBL4091673,CC(=O)O[C@H]1C[C@H]2[C@H]([C@@H]3CC[C@H]([C@H](C)CCCN(C)CCCCNc4ccnc5ccccc45)[C@@]13C)[C@H](OC(C)=O)C[C@@H]1C[C@H](N)CC[C@@]12C,intermediate,688.9979999999998,7.844400000000009,2.0,8.0,5.823908740944319
CHEMBL4092633,CC(=O)O[C@H]1C[C@H]2[C@H]([C@@H]3CC[C@H]([C@H](C)CCCNCCCCNc4ccnc5cc(Cl)ccc45)[C@@]13C)[C@H](OC(C)=O)C[C@@H]1C[C@H](N)CC[C@@]12C,intermediate,709.4159999999998,8.155600000000009,3.0,8.0,5.346787486224656
CHEMBL4064938,CC(=O)O[C@H]1C[C@H]2[C@H]([C@@H]3CC[C@H]([C@H](C)CCCNCCCC(C)Nc4ccnc5ccccc45)[C@@]13C)[C@H](OC(C)=O)C[C@@H]1C[C@H](N)CC[C@@]12C,intermediate,688.9979999999998,7.890700000000009,3.0,8.0,5.568636235841013
CHEMBL4065254,CC(=O)O[C@H]1C[C@H]2[C@H]([C@@H]3CC[C@H]([C@H](C)CCCN(C)CCCC(C)Nc4ccnc5ccccc45)[C@@]13C)[C@H](OC(C)=O)C[C@@H]1C[C@H](N)CC[C@@]12C,active,703.0249999999999,8.232900000000008,2.0,8.0,6.154901959985743
CHEMBL4092916,CC(=O)O[C@H]1C[C@H]2[C@H]([C@@H]3CC[C@H]([C@H](C)CCCNC(C)CCCNc4ccnc5ccccc45)[C@@]13C)[C@H](OC(C)=O)C[C@@H]1C[C@H](N)CC[C@@]12C,intermediate,688.9979999999998,7.890700000000009,3.0,8.0,5.522878745280337
CHEMBL4085175,CC(CCCNc1ccnc2ccccc12)NCc1ccc(-c2csc3ccc(F)cc23)cc1,intermediate,469.62900000000013,7.6260000000000066,2.0,4.0,5.130768280269024
CHEMBL4095363,CC(CCCNCc1ccc(-c2csc3ccc(C#N)cc23)cc1)Nc1ccnc2ccccc12,inactive,476.64900000000017,7.358580000000006,2.0,5.0,4.991399828238082
CHEMBL4076269,N#Cc1ccc2scc(-c3ccc(CNCCCCNc4ccnc5ccccc45)cc3)c2c1,intermediate,462.6220000000001,6.970080000000006,2.0,5.0,5.337242168318426
CHEMBL4061909,N#Cc1ccc2scc(-c3ccc(CNCCCCCCNc4ccnc5ccccc45)cc3)c2c1,intermediate,490.6760000000002,7.750280000000007,2.0,5.0,5.481486060122113
CHEMBL4088919,CC(CCCNCc1ccc(-c2csc3ccc(F)cc23)cc1)Nc1ccnc2ccccc12,intermediate,469.62900000000013,7.6260000000000066,2.0,4.0,5.055517327849831
CHEMBL4088496,N#Cc1ccc(-c2ccc(-c3ccc(CNCCCCCCNc4ccnc5ccccc45)cc3)s2)cc1,intermediate,516.7140000000002,8.264080000000005,2.0,5.0,5.468521082957745
CHEMBL4060273,N#Cc1ccc(-c2ccc(-c3cccc(CNCCCCCCNc4ccnc5ccccc45)c3)s2)cc1,intermediate,516.7140000000003,8.264080000000005,2.0,5.0,5.060480747381382
CHEMBL4080629,N#Cc1ccc(-c2ccc(-c3ccc(CNCCCCCCCCNc4ccnc5ccccc45)cc3)s2)cc1,intermediate,544.7680000000003,9.04428,2.0,5.0,5.167491087293763
CHEMBL4103981,N#Cc1ccc(-c2ccc(-c3ccc(CNCCCCNc4ccnc5ccccc45)cc3)s2)cc1,intermediate,488.6600000000001,7.483880000000005,2.0,5.0,5.031517051446065
CHEMBL4079717,CN(CCCNc1ccnc2cc(Cl)ccc12)CC12CC3CC(CC(C3)C1)C2,intermediate,397.9940000000003,5.838400000000005,1.0,3.0,5.055517327849831
CHEMBL4096220,CC(CCN(C)CC12CC3CC(CC(C3)C1)C2)Nc1ccnc2cc(Cl)ccc12,inactive,412.02100000000013,6.226900000000007,1.0,3.0,4.931814138253838
CHEMBL4095296,CC(CCN(C)CC12CC3CC(CC(C3)C1)C2)Nc1ccnc2ccccc12,intermediate,377.5760000000001,5.5735000000000054,1.0,3.0,5.2839966563652006
CHEMBL4098680,CC(CCNc1ccnc2cc(Cl)ccc12)NCC12CC3CC(CC(C3)C1)C2,intermediate,397.9940000000003,5.884700000000005,2.0,3.0,5.568636235841013
CHEMBL3264511,CC(=O)O[C@H]1C[C@H]2[C@H]([C@@H]3CC[C@H]([C@H](C)CCCNCCCCCCNc4ccnc5cc(Cl)ccc45)[C@@]13C)[C@H](OC(C)=O)C[C@@H]1C[C@H](NCCCCCCNc3ccnc4cc(Cl)ccc34)CC[C@@]12C,inactive,998.2379999999993,13.44079999999998,4.0,10.0,4.906578314837765
CHEMBL4070794,CC(=O)O[C@H]1C[C@H]2[C@H]([C@@H]3CC[C@H]([C@H](C)CCCNCCCCNc4ccnc5ccccc45)[C@@]13C)[C@H](OC(C)=O)C[C@@H]1C[C@H](N)CC[C@@]12C,inactive,674.9709999999999,7.502200000000007,3.0,8.0,5.0
CHEMBL4092633,CC(=O)O[C@H]1C[C@H]2[C@H]([C@@H]3CC[C@H]([C@H](C)CCCNCCCCNc4ccnc5cc(Cl)ccc45)[C@@]13C)[C@H](OC(C)=O)C[C@@H]1C[C@H](N)CC[C@@]12C,inactive,709.4159999999998,8.155600000000009,3.0,8.0,5.0
CHEMBL4103115,C[C@H](CCCNCCCCNc1ccnc2cc(Cl)ccc12)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](N)C[C@H]1C[C@H]3O,intermediate,625.3420000000002,7.014000000000008,5.0,6.0,5.096910013008056
CHEMBL4085175,CC(CCCNc1ccnc2ccccc12)NCc1ccc(-c2csc3ccc(F)cc23)cc1,inactive,469.62900000000013,7.6260000000000066,2.0,4.0,5.0
CHEMBL4081346,CC(CCCN(C)Cc1ccc(-c2csc3ccc(C#N)cc23)cc1)Nc1ccnc2ccccc12,inactive,490.6760000000002,7.700780000000007,1.0,5.0,5.0
CHEMBL4080629,N#Cc1ccc(-c2ccc(-c3ccc(CNCCCCCCCCNc4ccnc5ccccc45)cc3)s2)cc1,inactive,544.7680000000003,9.04428,2.0,5.0,5.0
CHEMBL4098670,CN(CCCCCCCCNc1ccnc2ccccc12)Cc1ccc(-c2ccc(-c3ccc(C#N)cc3)s2)cc1,intermediate,558.7950000000003,9.386479999999999,1.0,5.0,5.301029995663981
CHEMBL4096220,CC(CCN(C)CC12CC3CC(CC(C3)C1)C2)Nc1ccnc2cc(Cl)ccc12,inactive,412.02100000000013,6.226900000000007,1.0,3.0,5.0
CHEMBL4092633,CC(=O)O[C@H]1C[C@H]2[C@H]([C@@H]3CC[C@H]([C@H](C)CCCNCCCCNc4ccnc5cc(Cl)ccc45)[C@@]13C)[C@H](OC(C)=O)C[C@@H]1C[C@H](N)CC[C@@]12C,intermediate,709.4159999999998,8.155600000000009,3.0,8.0,5.096910013008056
CHEMBL4065069,O=S(=O)(c1ccc(O)c2ncccc12)N1CCc2ccc(Cl)cc21,inactive,360.82200000000006,3.345200000000002,1.0,4.0,4.892790030352131
CHEMBL4100478,CN(c1cccc(Cl)c1)S(=O)(=O)c1ccc(O)c2ncccc12,intermediate,348.81100000000004,3.4189000000000016,1.0,4.0,5.368556230986828
CHEMBL4073657,CN(c1ccccc1)S(=O)(=O)c1ccc(O)c2ncccc12,intermediate,314.366,2.765500000000001,1.0,4.0,5.1432711096171175
CHEMBL4059608,O=S(=O)(Nc1cccc(Cl)c1)c1ccc(O)c2ncccc12,intermediate,334.78400000000005,3.3946000000000014,2.0,4.0,5.135488918941608
CHEMBL3392400,O=S(=O)(Nc1ccccc1)c1ccc(O)c2ncccc12,inactive,300.33900000000006,2.741200000000001,2.0,4.0,4.896196279044043
CHEMBL3392431,O=S(=O)(c1ccc(O)c2ncccc12)N1CCCCC1,inactive,292.36000000000007,2.115,1.0,4.0,4.73754891026957
CHEMBL4089388,CC(=O)NNc1ccc2c(S(=O)(=O)N3CCc4c(Cl)cccc43)ccc(O)c2n1,intermediate,432.88900000000007,2.8082000000000016,3.0,6.0,5.268411234813262
CHEMBL4061232,CNNc1ccc2c(S(=O)(=O)N3CCc4c(Cl)cccc43)ccc(O)c2n1,intermediate,404.8790000000001,2.891500000000002,3.0,6.0,5.486782399932061
CHEMBL4074729,NNc1ccc2c(S(=O)(=O)N3CCc4c(Cl)cccc43)ccc(O)c2n1,intermediate,390.85200000000003,2.630800000000001,3.0,6.0,5.809668301829708
CHEMBL4095197,CCNc1ccc2c(S(=O)(=O)N3CCc4c(Cl)cccc43)ccc(O)c2n1,inactive,403.891,3.7770000000000024,2.0,5.0,4.543633966870957
CHEMBL4084998,CNc1ccc2c(S(=O)(=O)N3CCc4c(Cl)cccc43)ccc(O)c2n1,inactive,389.8640000000001,3.386900000000002,2.0,5.0,4.424812155072339
CHEMBL4102944,Nc1ccc2c(S(=O)(=O)N3CCc4c(Cl)cccc43)ccc(O)c2n1,intermediate,375.83700000000005,2.927400000000002,2.0,5.0,5.473660722610156
CHEMBL4092754,O=S(=O)(c1ccc(O)c2ncccc12)N1CCc2c(Cl)cccc21,intermediate,360.82200000000006,3.345200000000002,1.0,4.0,5.436518914605589
CHEMBL1232971,O=C(/C=C/c1ccc(Cl)cc1)NO,inactive,197.621,1.8585999999999998,2.0,2.0,4.823908740944319
CHEMBL237370,O=C(/C=C/c1ccc(Cl)cc1Cl)NO,active,232.066,2.5120000000000005,2.0,2.0,6.3872161432802645
CHEMBL4555861,N=C(N)NCCC[C@H](N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)O,active,534.6220000000003,-2.7466600000000003,11.0,7.0,6.045757490560675
CHEMBL4790141,CS(=O)(=O)SCCCCCN(O)C(=O)/C=C/c1ccc(Cl)cc1Cl,inactive,412.3600000000001,4.087500000000003,1.0,5.0,4.229147988357856
CHEMBL4745069,CS(=O)(=O)SCCCCCCN(O)C(=O)/C=C/c1ccc(Cl)cc1Cl,inactive,426.38700000000006,4.477600000000004,1.0,5.0,4.468521082957745
CHEMBL4761825,CS(=O)(=O)SCCCNC(=O)CC(CC(=O)NO)c1ccc(Cl)cc1Cl,inactive,443.37400000000014,2.561700000000001,3.0,6.0,4.455931955649724
CHEMBL4788170,CCCCCNC(=O)CC(CC(=O)NO)c1ccc(Cl)cc1Cl,intermediate,361.2690000000001,3.6690000000000014,3.0,3.0,5.2441251443275085
CHEMBL237370,O=C(/C=C/c1ccc(Cl)cc1Cl)NO,active,232.066,2.5120000000000005,2.0,2.0,6.3872161432802645
CHEMBL4777863,CC[C@@H](C)[C@@H](NS(=O)(=O)c1cccc(-c2cc3ccccc3o2)c1)C(=O)NO,inactive,402.4720000000001,3.2982000000000005,3.0,5.0,4.853871964321762
CHEMBL4742073,CC[C@@H](C)[C@@H](NS(=O)(=O)c1cccc(-c2ccccc2Cl)c1)C(=O)NO,active,396.8960000000001,3.205400000000001,3.0,4.0,6.231361898752385
